Rk,Player,Ht.,From,To,Age,G,GS,Ht..1,Wt.,BMI,Pos,Team,Player-additional
18801,Hall Haynes,6-0,1950,1955,22-27,40,32.0,6-0,187.0,25.4,LDH,RAMWAS,HaynHa20
18802,Louis Haynes,6-0,1982,1983,22-23,11,0.0,6-0,227.0,30.8,LB,KAN,HaynLo20
18803,Michael Haynes,6-0,1988,1997,23-32,147,114.0,6-0,184.0,25.0,WR,ATLNOR,HaynMi00
18804,Tommy Haynes,6-0,1987,1987,24,3,3.0,6-0,190.0,25.8,DB,DAL,HaynTo20
18805,Adam Hayward,6-0,2007,2014,23-30,118,13.0,6-0,235.0,31.9,LB,TAMWAS,HaywAd98
18806,Robert Hazelhurst,6-0,1948,1948,24,12,3.0,6-0,188.0,25.5,,BOS,HazeRo20
18807,T.J. Heath,6-0,2011,2014,24-27,7,0.0,6-0,180.0,24.4,DB,JAXMIA,HeatT.00
18808,Bud Hebert,6-0,1980,1980,24,10,6.0,6-0,190.0,25.8,FS,NYG,HebeBu20
18809,Ken Hebert,6-0,1968,1968,24,3,0.0,6-0,200.0,27.1,WR,PIT,HebeKe20
18810,George Hecht,6-0,1947,1947,27,10,2.0,6-0,235.0,31.9,,CHR,HechGe20
18811,Ben Heeney,6-0,2015,2017,23-25,24,5.0,6-0,230.0,31.2,LB,HOUOAK,HeenBe00
18812,Victor Heflin,6-0,1983,1984,23-24,24,0.0,6-0,184.0,25.0,DB,STL,HeflVi20
18813,Vince Heflin,6-0,1982,1986,23-27,47,3.0,6-0,185.0,25.1,WR,MIATAM,HeflVi21
18814,Don Heinrich,6-0,1954,1962,24-32,56,34.0,6-0,182.0,24.7,QB,DALNYGOAK,HeinDo00
18815,Roy Helu,6-0,2011,2015,23-27,57,5.0,6-0,216.0,29.3,RB,OAKWAS,HeluRo00
18816,Bill Hempel,6-0,1942,1942,22,8,0.0,6-0,238.0,32.3,,CHI,HempBi20
18817,Darryl Hemphill,6-0,1982,1982,22,3,0.0,6-0,195.0,26.4,DB,BAL,HempDa20
18818,Nate Hemsley,6-0,1997,2001,23-27,20,3.0,6-0,228.0,30.9,LB,CARDAL,HemsNa20
18819,A.J. Hendy,6-0,2016,2016,23,1,0.0,6-0,206.0,27.9,DB,MIA,HendA.00
18820,David Hendley,6-0,1987,1987,23,2,0.0,6-0,188.0,25.5,DB,NWE,HendDa20
18821,Dick Hendley,6-0,1951,1951,25,7,0.0,6-0,198.0,26.9,BB,PIT,HendDi20
18822,Jon Henderson,6-0,1968,1970,24-26,37,8.0,6-0,200.0,27.1,FL,PITWAS,HendJo01
18823,Othello Henderson,6-0,1993,1994,21-22,21,1.0,6-0,204.0,27.7,DB,NOR,HendOt20
18824,Steve Hendrickson,6-0,1989,1995,23-29,100,17.0,6-0,250.0,33.9,LLB,DALHOUPHISDGSFO,HendSt00
18825,Trayvon Henderson,6-0,2019,2021,24-26,10,0.0,6-0,205.0,27.8,DB,CIN,HendTr01
18826,Dan Henning,6-0,1966,1966,24,1,0.0,6-0,195.0,26.4,QB,SDG,HennDa00
18827,Tom Hennessey,6-0,1965,1966,23-24,28,23.0,6-0,180.0,24.4,LCB,BOS,HennTo20
18828,Ralph Henricus,6-0,1922,1922,26,2,1.0,6-0,175.0,23.7,,RCH,HenrRa20
18829,Luther Henson,6-0,1982,1984,23-25,21,2.0,6-0,275.0,37.3,NT,NWE,HensLu20
18830,Al Herline,6-0,1987,1987,23,3,0.0,6-0,168.0,22.8,P,NWE,HerlAl20
18831,Don Herndon,6-0,1960,1960,24,8,2.0,6-0,195.0,26.4,HB,NYT,HernDo20
18832,Scott Hernandez,6-0,1987,1987,28,2,2.0,6-0,250.0,33.9,NT,BUF,HernSc20
18833,Amarlo Herrera,6-0,2015,2015,24,3,0.0,6-0,243.0,33.0,LB,IND,HerrAm00
18834,Jeff Herrod,6-0,1988,1998,22-32,153,125.0,6-0,249.0,33.8,MLB,INDPHI,HerrJe20
18835,Kim Herring,6-0,1997,2004,22-29,98,84.0,6-0,212.0,28.7,FS,BALCINSTL,HerrKi20
18836,Chris Hewitt,6-0,1997,1999,23-25,39,4.0,6-0,210.0,28.5,DB,NOR,HewiCh20
18837,Connor Heyward,6-0,2022,2023,23-24,34,7.0,6-0,230.0,31.2,TE,PIT,HeywCo00
18838,Jesse Hibbs,6-0,1931,1931,25,9,4.0,6-0,195.0,26.4,,CHI,HibbJe20
18839,Brandon Hicks,6-0,2003,2003,26,4,0.0,6-0,282.0,38.2,DT,IND,HickBr20
18840,Bryan Hicks,6-0,1980,1982,23-25,39,24.0,6-0,192.0,26.0,FS,CIN,HickBr21
18841,LaMarcus Hicks,6-0,2007,2008,24-25,12,0.0,6-0,190.0,25.8,DB,DET,HickLa99
18842,Michael Hicks,6-0,1996,1997,23-24,7,0.0,6-0,194.0,26.3,RB,CHI,HickMi20
18843,Skip Hicks,6-0,1998,2001,24-27,38,8.0,6-0,230.0,31.2,RB,TENWAS,HickSk00
18844,Ed Hiemstra,6-0,1942,1942,22,11,0.0,6-0,200.0,27.1,,NYG,HiemEd20
18845,Johnnie Lee Higgins,6-0,2007,2010,24-27,60,11.0,6-0,185.0,25.1,WR,OAK,HiggJo00
18846,Luke Higgins,6-0,1947,1947,28,11,0.0,6-0,210.0,28.5,,BCL,HiggLu20
18847,Ali Highsmith,6-0,2008,2009,23-24,20,2.0,6-0,229.0,31.1,LB,ARI,HighAl01
18848,Don Highsmith,6-0,1970,1973,22-25,37,4.0,6-0,210.0,28.5,RB,GNBOAK,HighDo00
18849,Tim Hightower,6-0,2008,2016,22-30,77,45.0,6-0,226.0,30.6,RB,ARINORWAS,HighTi00
18850,Van Hiles,6-0,1997,1997,22,16,1.0,6-0,195.0,26.4,DB,CHI,HileVa20
18851,Billy Hillenbrand,6-0,1946,1948,24-26,41,35.0,6-0,188.0,25.5,BB,BCLCHR,HillBi21
18852,Bruce Hill,6-0,1987,1991,23-27,57,50.0,6-0,178.0,24.1,WR,TAM,HillBr00
18853,Charley Hill,6-0,1924,1926,23-25,25,14.0,6-0,183.0,24.8,TB,KAN,HillCh21
18854,Daxton Hill,6-0,2022,2023,22-23,32,19.0,6-0,191.0,25.9,S,CIN,HillDa04
18855,Gary Hill,6-0,1965,1965,22,8,0.0,6-0,200.0,27.1,DB,MIN,HillGa20
18856,Harold Hill,6-0,1938,1940,24-26,26,6.0,6-0,200.0,27.1,,BKN,HillHa20
18857,Jim Hill,6-0,1951,1955,22-26,33,15.0,6-0,188.0,25.5,FS,DETPIT,HillJi20
18858,Kenny Hill,6-0,1981,1989,23-31,110,62.0,6-0,194.0,26.3,DB,KANNYGOAKRAI,HillKe20
18859,K.J. Hill,6-0,2020,2021,23-24,21,0.0,6-0,196.0,26.6,CB,LAC,HillKJ00
18860,Raion Hill,6-0,2000,2001,24-25,31,13.0,6-0,200.0,27.1,SS,BUF,HillRa20
18861,Ray Hill,6-0,1998,2000,23-25,30,0.0,6-0,182.0,24.7,DB,BUFMIA,HillRa22
18862,Rod Hill,6-0,1982,1987,23-28,48,10.0,6-0,185.0,25.1,DB,BUFDALDETRAI,HillRo20
18863,Wes Hills,6-0,2019,2019,24,1,1.0,6-0,218.0,29.6,RB,DET,HillWe00
18864,Will Hill,6-0,1988,1988,25,16,1.0,6-0,200.0,27.1,DB,CLE,HillWi20
18865,Jimmy Hines,6-0,1969,1970,23-24,10,1.0,6-0,175.0,23.7,WR,KANMIA,HineJi00
18866,Jack Hinkle,6-0,1940,1947,23-30,40,21.0,6-0,195.0,26.4,,NYGPHI,HinkJa20
18867,Eddie Hinton,6-0,1969,1974,22-27,67,31.0,6-0,200.0,27.1,WR,BALHOUNWE,HintEd00
18868,Grassy Hinton,6-0,1932,1932,25,12,6.0,6-0,185.0,25.1,TB,SIS,HintGr20
18869,Kendall Hinton,6-0,2020,2022,23-25,29,6.0,6-0,195.0,26.4,WR,DEN,HintKe00
18870,Steve Hirsch,6-0,1987,1987,25,3,1.0,6-0,195.0,26.4,DB,DET,HirsSt20
18871,Anthony Hitchens,6-0,2014,2021,22-29,119,107.0,6-0,231.0,31.3,MLB,DALKAN,HitcAn00
18872,Bill Hobbs,6-0,1969,1972,23-26,43,4.0,6-0,218.0,29.6,LB,NORPHI,HobbBi20
18873,Kevin Hobbs,6-0,2007,2009,21-23,34,2.0,6-0,188.0,25.5,DB,DETSEA,HobbKe99
18874,Nate Hobbs,6-0,2021,2023,22-24,40,31.0,6-0,195.0,26.4,RCB,LVR,HobbNa00
18875,Liffort Hobley,6-0,1985,1993,23-31,84,29.0,6-0,207.0,28.1,SS,MIASTL,HoblLi20
18876,Victor Hobson,6-0,2003,2008,23-28,79,57.0,6-0,252.0,34.2,LB,ARICINNYJ,HobsVi20
18877,Zach Hocker,6-0,2015,2015,24,8,0.0,6-0,189.0,25.6,K,NORSTL,HockZa00
18878,Abdul Hodge,6-0,2006,2010,24-28,35,1.0,6-0,236.0,32.0,LB,CARCINGNB,HodgAb20
18879,Eric Hodges,6-0,1987,1987,23,1,0.0,6-0,190.0,25.8,WR,KAN,HodgEr20
18880,Floyd Hodge,6-0,1982,1984,23-25,33,7.0,6-0,195.0,26.4,WR,ATL,HodgFl00
18881,Reggie Hodges,6-0,2005,2012,23-30,64,0.0,6-0,220.0,29.8,P,CLENYJPHISTLTEN,HodgRe20
18882,Bob Hoel,6-0,1935,1938,22-25,17,10.0,6-0,208.0,28.2,,CRDPIT,HoelBo20
18883,Paul Hofer,6-0,1976,1981,24-29,77,19.0,6-0,195.0,26.4,RB,SFO,HofePa00
18884,Dalton Hoffman,6-0,1964,1965,23-24,9,0.0,6-0,207.0,28.1,FB,HOU,HoffDa00
18885,Marc Hogan,6-0,1987,1987,25,3,3.0,6-0,180.0,24.4,DB,NYJ,HogaMa20
18886,D.D. Hoggard,6-0,1985,1987,24-26,19,0.0,6-0,188.0,25.5,DB,CLE,HoggD.20
18887,Mike Hohensee,6-0,1987,1987,26,2,2.0,6-0,205.0,27.8,QB,CHI,HoheMi20
18888,Bob Hohn,6-0,1965,1969,24-28,46,30.0,6-0,185.0,25.1,LCB,PIT,HohnBo20
18889,Steve Hokuf,6-0,1933,1935,23-25,29,18.0,6-0,199.0,27.0,LE,BOS,HokuSt20
18890,Lew Holder,6-0,1949,1949,26,12,1.0,6-0,191.0,25.9,,LAD,HoldLe20
18891,Mike Hold,6-0,1987,1987,24,2,0.0,6-0,190.0,25.8,QB,TAM,HoldMi20
18892,Steve Holden,6-0,1973,1977,22-26,54,20.0,6-0,195.0,26.4,WR,CINCLE,HoldSt00
18893,John Holifield,6-0,1989,1989,25,3,0.0,6-0,202.0,27.4,RB,CIN,HoliJo20
18894,Devin Holland,6-0,2011,2011,23,4,0.0,6-0,205.0,27.8,DB,TAM,HollDe00
18895,John Holland,6-0,1974,1977,22-25,38,12.0,6-0,190.0,25.8,WR,BUFMIN,HollJo00
18896,Jonathan Holland,6-0,2008,2009,23-24,17,0.0,6-0,191.0,25.9,WR,OAK,HollJo01
18897,John Hollar,6-0,1948,1949,26-27,17,10.0,6-0,223.0,30.2,,DETWAS,HollJo21
18898,Joe Hollingsworth,6-0,1949,1951,24-26,31,5.0,6-0,198.0,26.9,,PIT,HollJo22
18899,Ka'dar Hollman,6-0,2019,2023,25-29,35,2.0,6-0,196.0,26.6,DB,GNBHOU,HollKa00
18900,T.J. Hollowell,6-0,2004,2005,23-24,6,0.0,6-0,235.0,31.9,LB,NYGNYJ,HollT.20
18901,Darick Holmes,6-0,1995,1999,24-28,60,7.0,6-0,226.0,30.6,RB,BUFGNBIND,HolmDa00
18902,Jaret Holmes,6-0,1999,2001,23-25,11,0.0,6-0,203.0,27.5,K,CHIJAXNYG,holmejar01
18903,Walt Holmer,6-0,1929,1933,27-31,56,21.0,6-0,185.0,25.1,,BOSCHICRDPIT,HolmWa21
18904,Torry Holt,6-0,1999,2009,23-33,173,158.0,6-0,200.0,27.1,WR,JAXSTL,HoltTo00
18905,Frank Hood,6-0,1933,1933,,3,1.0,6-0,235.0,31.9,,PIT,HoodFr20
18906,Roland Hooks,6-0,1976,1982,23-29,98,9.0,6-0,197.0,26.7,RB,BUF,HookRo00
18907,Brad Hoover,6-0,2000,2009,24-33,152,93.0,6-0,245.0,33.2,FB,CAR,HoovBr00
18908,Melvin Hoover,6-0,1982,1987,23-28,32,1.0,6-0,185.0,25.1,WR,DETPHI,HoovMe00
18909,Chris Hope,6-0,2002,2012,22-32,163,113.0,6-0,204.0,27.7,DB,ATLPITTEN,HopeCh21
18910,Harry Hopp,6-0,1941,1947,23-29,51,24.0,6-0,209.0,28.3,,BUFDETLADMIA,HoppHa20
18911,Greg Horne,6-0,1987,1988,23-24,25,0.0,6-0,188.0,25.5,P,CINPHOSTL,HornGr20
18912,Sam Horner,6-0,1960,1962,22-24,33,17.0,6-0,198.0,26.9,LHB,NYGWAS,HornSa00
18913,Steamer Horning,6-0,1920,1923,28-31,36,30.0,6-0,198.0,26.9,RT,BUFDETTOL,HornSt20
18914,Roy Horstmann,6-0,1933,1934,23-24,17,3.0,6-0,188.0,25.5,,BOSCRD,HorsRo20
18915,Chris Horton,6-0,2008,2010,24-26,29,15.0,6-0,212.0,28.7,SS,WAS,HortCh99
18916,Jason Horton,6-0,2004,2005,24-25,23,0.0,6-0,193.0,26.2,DB,GNB,HortJa20
18917,Babe Houck,6-0,1920,1921,23-24,11,6.0,6-0,275.0,37.3,,COL,HoucBa20
18918,Cedric Houston,6-0,2005,2006,23-24,20,5.0,6-0,220.0,29.8,RB,NYJ,HousCe00
18919,Davon House,6-0,2011,2018,22-29,87,45.0,6-0,195.0,26.4,DB,GNBJAX,HousDa00
18920,Kevin House,6-0,2002,2003,23-24,16,0.0,6-0,185.0,25.1,DB,SDG,HousKe20
18921,Lin Houston,6-0,1946,1953,25-32,98,43.0,6-0,213.0,28.9,RG,CLE,HousLi20
18922,Walt Houston,6-0,1955,1955,23,10,10.0,6-0,217.0,29.4,LG,WAS,HousWa21
18923,Bobby Howard,6-0,1986,1988,22-24,20,2.0,6-0,213.0,28.9,RB,TAM,HowaBo00
18924,Bryan Howard,6-0,1982,1982,23,2,0.0,6-0,200.0,27.1,DB,MIN,HowaBr21
18925,Dana Howard,6-0,1995,1996,23-24,19,0.0,6-0,238.0,32.3,LB,CHISTL,HowaDa20
18926,Dosey Howard,6-0,1925,1930,24-29,64,49.0,6-0,225.0,30.5,RG,CLEDETKANNYG,HowaDo20
18927,Gene Howard,6-0,1968,1972,22-26,63,56.0,6-0,190.0,25.8,RCB,NORRAM,HowaGe20
18928,Jordan Howard,6-0,2016,2022,22-28,73,52.0,6-0,224.0,30.4,RB,CHIMIANORPHI,HowaJo00
18929,Reggie Howard,6-0,2000,2006,23-29,78,39.0,6-0,190.0,25.8,DB,CARMIANOR,HowaRe21
18930,William Howard,6-0,1988,1989,24-25,31,21.0,6-0,240.0,32.5,FB,TAM,HowaWi00
18931,Jordan Howden,6-0,2023,2023,23,16,7.0,6-0,209.0,28.3,DB,NOR,HowdJo00
18932,John Howell,6-0,2001,2006,23-28,64,8.0,6-0,210.0,28.5,DB,SEATAM,HoweJo21
18933,John Huarte,6-0,1966,1972,23-29,24,1.0,6-0,185.0,25.1,QB,BOSCHIKANPHI,HuarJo00
18934,John Huard,6-0,1967,1971,23-27,43,42.0,6-0,228.0,30.9,MLB,DENNOR,HuarJo20
18935,Bud Hubbard,6-0,1935,1935,24,10,0.0,6-0,190.0,25.8,,BKN,HubbBu20
18936,Khaleke Hudson,6-0,2020,2023,23-26,58,12.0,6-0,220.0,29.8,S,WAS,HudsKh00
18937,Mike Hudson,6-0,1987,1987,24,3,0.0,6-0,202.0,27.4,DB,SDG,HudsMi20
18938,Talanoa Hufanga,6-0,2021,2023,22-24,42,30.0,6-0,200.0,27.1,DB,SFO,HufaTa00
18939,Michael Huff,6-0,2006,2013,23-30,118,94.0,6-0,211.0,28.6,FS,BALDENOAK,HuffMi20
18940,David Hughes,6-0,1981,1986,22-27,74,27.0,6-0,220.0,29.8,FB,PITSEA,HughDa01
18941,Nate Hughes,6-0,2009,2009,24,8,0.0,6-0,186.0,25.2,WR,JAX,HughNa00
18942,Mike Hull,6-0,2015,2018,24-27,43,5.0,6-0,232.0,31.5,LB,MIA,HullMi01
18943,Marlon Humphrey,6-0,2017,2023,21-27,100,82.0,6-0,201.0,27.3,LCB,BAL,HumpMa00
18944,Paul Humphrey,6-0,1939,1939,22,11,1.0,6-0,210.0,28.5,,BKN,HumpPa20
18945,Jim Hunnicutt,6-0,1948,1948,25,1,0.0,6-0,175.0,23.7,,DET,HunnJi20
18946,Chuck Hunsinger,6-0,1950,1952,25-27,34,12.0,6-0,188.0,25.5,HB,CHI,HunsCh00
18947,Ivy Joe Hunter,6-0,1989,1991,23-25,45,13.0,6-0,237.0,32.1,FB,INDNWE,HuntIv00
18948,Jackie Hunt,6-0,1945,1945,25,4,1.0,6-0,192.0,26.0,,CHI,HuntJa21
18949,Michael Hunter,6-0,2016,2017,23-24,6,0.0,6-0,192.0,26.0,DB,NYG,HuntMi00
18950,Monty Hunter,6-0,1982,1983,23-24,14,0.0,6-0,202.0,27.4,DB,DALSTL,HuntMo20
18951,Phillip Hunt,6-0,2011,2015,25-29,24,0.0,6-0,248.0,33.6,DE,DETPHI,HuntPh00
18952,Ramey Hunter,6-0,1933,1933,23,2,0.0,6-0,178.0,24.1,,PRT,HuntRa20
18953,George Hurley,6-0,1932,1933,23-24,20,19.0,6-0,200.0,27.1,RG,BOS,HurlGe20
18954,John Hurlburt,6-0,1924,1925,26-27,14,8.0,6-0,175.0,23.7,RH,CRD,HurlJo20
18955,Michael Husted,6-0,1993,2002,23-32,119,0.0,6-0,190.0,25.8,K,KANOAKTAMWAS,hustemic01
18956,Elvin Hutchison,6-0,1939,1939,27,2,0.0,6-0,195.0,26.4,,DET,HutcEl20
18957,Jerry Huth,6-0,1956,1963,23-30,74,62.0,6-0,226.0,30.6,LG,MINNYGPHI,HuthJe20
18958,Merle Hutson,6-0,1931,1931,23,10,10.0,6-0,210.0,28.5,RG,CLE,HutsMe20
18959,Jalin Hyatt,6-0,2023,2023,22,17,7.0,6-0,185.0,25.1,WR,NYG,HyatJa00
18960,Carlos Hyde,6-0,2014,2021,24-31,102,60.0,6-0,229.0,31.1,RB,CLEHOUJAXSEASFO,HydeCa00
18961,Micah Hyde,6-0,2013,2023,23-32,158,128.0,6-0,197.0,26.7,SS,BUFGNB,HydeMi00
18962,Ishmael Hyman,6-0,2019,2019,24,2,1.0,6-0,196.0,26.6,WR,TAM,HymaIs00
18963,Henry Hynoski,6-0,1975,1975,22,14,0.0,6-0,210.0,28.5,RB,CLE,HynoHe00
18964,Juaquin Iglesias,6-0,2009,2009,22,1,0.0,6-0,204.0,27.7,WR,CHI,IgleJu00
18965,Godwin Igwebuike,6-0,2018,2023,24-29,40,1.0,6-0,213.0,28.9,RB,ATLDETPITSEASFOTAM,IgweGo00
18966,Duke Ihenacho,6-0,2012,2016,23-27,36,25.0,6-0,212.0,28.7,SS,DENWAS,IhenDu00
18967,Ted Illman,6-0,1928,1928,28,5,2.0,6-0,190.0,25.8,,CRD,IllmTe20
18968,Keaontay Ingram,6-0,2022,2023,23-24,20,1.0,6-0,221.0,30.0,RB,ARI,IngrKe01
18969,Kevin Ingram,6-0,1987,1987,25,2,0.0,6-0,178.0,24.1,QB,NOR,IngrKe20
18970,Trevor Insley,6-0,2001,2001,24,11,0.0,6-0,190.0,25.8,WR,IND,InslTr00
18971,Joey Iosefa,6-0,2015,2015,24,2,0.0,6-0,245.0,33.2,RB,NWE,IoseJo00
18972,Tex Irvin,6-0,1931,1935,25-29,56,29.0,6-0,225.0,30.5,LT,NYGPRV,IrviTe20
18973,Wilmer Isabel,6-0,1923,1924,24-25,17,11.0,6-0,175.0,23.7,TB,COL,IsabWi20
18974,Kemal Ishmael,6-0,2013,2019,22-28,95,23.0,6-0,206.0,27.9,DB,ATL,IshmKe00
18975,Qadry Ismail,6-0,1993,2002,23-32,137,68.0,6-0,196.0,26.6,WR,BALINDMIAMINNOR,IsmaQa00
18976,Jasen Isom,6-0,2003,2004,26-27,7,1.0,6-0,243.0,33.0,FB,SFO,IsomJa00
18977,Rickey Isom,6-0,1987,1987,24,3,1.0,6-0,224.0,30.4,RB,MIA,IsomRi20
18978,Ron Israel,6-0,2003,2003,25,1,0.0,6-0,212.0,28.7,DB,MIN,IsraRo20
18979,Jack Itzel,6-0,1945,1945,21,10,0.0,6-0,190.0,25.8,,PIT,ItzeJa20
18980,Eddie Lee Ivery,6-0,1979,1986,22-29,72,50.0,6-0,210.0,28.5,RB,GNB,IverEd00
18981,Chris Ivory,6-0,2010,2018,22-30,108,43.0,6-0,223.0,30.2,RB,BUFJAXNORNYJ,IvorCh00
18982,Horace Ivory,6-0,1977,1982,23-28,58,12.0,6-0,197.0,26.7,RB,NWESEA,IvorHo00
18983,Brian Iwuh,6-0,2006,2011,22-27,85,4.0,6-0,239.0,32.4,LB,CHIJAX,IwuhBr20
18984,Al Jackson,6-0,1994,1994,23,11,0.0,6-0,182.0,24.7,DB,PHI,JackAl20
18985,Alfred Jackson,6-0,1989,1996,22-29,45,5.0,6-0,183.0,24.8,DB,CLEMINRAM,JackAl22
18986,Bennett Jackson,6-0,2019,2020,28-29,10,0.0,6-0,192.0,26.0,DB,BALNYJ,JackBe00
18987,Bernard Jackson,6-0,1972,1980,22-30,118,85.0,6-0,178.0,24.1,FS,CINDENSDG,JackBe20
18988,Brian Jackson,6-0,2010,2011,23-24,13,0.0,6-0,198.0,26.9,DB,NYGSTL,JackBr01
18989,Brad Jackson,6-0,1999,2002,24-27,50,5.0,6-0,230.0,31.2,LB,BALCAR,JackBr20
18990,Darrell Jackson,6-0,2000,2008,22-30,123,106.0,6-0,201.0,27.3,WR,DENSEASFO,JackDa00
18991,Darius Jackson,6-0,2018,2018,25,4,0.0,6-0,220.0,29.8,RB,DALGNB,JackDa01
18992,Dexter Jackson,6-0,1999,2008,22-31,118,86.0,6-0,210.0,28.5,FS,ARICINTAM,JackDe20
18993,D'Qwell Jackson,6-0,2006,2016,23-33,141,140.0,6-0,242.0,32.8,LILB,CLEIND,JackDQ20
18994,Chris Jacke,6-0,1989,1999,23-33,147,0.0,6-0,205.0,27.8,K,ARIGNBWAS,jackechr01
18995,Edwin Jackson,6-0,2016,2016,25,16,8.0,6-0,230.0,31.2,RILB,IND,JackEd00
18996,Eddie Jackson,6-0,2017,2023,24-30,100,100.0,6-0,206.0,27.9,SS,CHI,JackEd01
18997,Eddie Jackson,6-0,2004,2007,24-27,42,3.0,6-0,200.0,27.1,DB,CARMIANWE,JackEd20
18998,Jarious Jackson,6-0,2000,2003,23-26,5,1.0,6-0,228.0,30.9,QB,DEN,JackJa01
18999,Josh Jackson,6-0,2018,2022,22-26,49,16.0,6-0,196.0,26.6,RCB/DB,ARIGNBKANPIT,JackJo01
19000,Justin Jackson,6-0,2018,2022,22-26,59,7.0,6-0,200.0,27.1,RB,DETLAC,JackJu01
19001,Kenny Jackson,6-0,1984,1991,22-29,102,53.0,6-0,180.0,24.4,WR,HOUPHI,JackKe01
19002,Lenzie Jackson,6-0,1999,2001,22-24,21,0.0,6-0,184.0,25.0,WR,CLEJAXPIT,JackLe00
19003,Leroy Jackson,6-0,1962,1963,23-24,15,4.0,6-0,198.0,26.9,HB,WAS,JackLe01
19004,Leonard Jackson,6-0,1987,1987,23,2,1.0,6-0,240.0,32.5,LB,CHIRAI,JackLe20
19005,Lucky Jackson,6-0,2023,2023,32,3,0.0,6-0,186.0,25.2,WR,MIN,JackLu00
19006,Marlin Jackson,6-0,2005,2009,22-26,56,32.0,6-0,196.0,26.6,FS,IND,JackMa22
19007,Randy Jackson,6-0,1972,1974,24-26,21,1.0,6-0,220.0,29.8,RB,BUFPHISFO,JackRa00
19008,Rashawn Jackson,6-0,2010,2010,23,2,1.0,6-0,243.0,33.0,RB,CAR,JackRa23
19009,Red Jackson,6-0,1921,1921,24,2,1.0,6-0,200.0,27.1,,EVNHAM,JackRe20
19010,Roger Jackson,6-0,1982,1987,23-28,53,5.0,6-0,186.0,25.2,DB,DEN,JackRo23
19011,Roland Jackson,6-0,1962,1962,22,5,0.0,6-0,210.0,28.5,FB,STL,JackRo24
19012,T.J. Jackson,6-0,1966,1967,23-24,6,0.0,6-0,180.0,24.4,WR,PHIWAS,JackT.20
19013,Tanard Jackson,6-0,2007,2011,22-26,56,56.0,6-0,200.0,27.1,FS,TAM,JackTa99
19014,Terry Jackson,6-0,1999,2005,23-29,100,2.0,6-0,222.0,30.1,FB,SFO,JackTe00
19015,Vestee Jackson,6-0,1986,1993,23-30,119,85.0,6-0,189.0,25.6,LILB,CHIMIA,JackVe20
19016,Victor Jackson,6-0,1986,1987,27-28,4,0.0,6-0,205.0,27.8,DB,INDRAI,JackVi20
19017,William Jackson III,6-0,2017,2022,25-30,75,64.0,6-0,189.0,25.6,DB,CINWAS,JackWi02
19018,Taylor Jacobs,6-0,2003,2007,22-26,56,7.0,6-0,198.0,26.9,WR,DENSFOWAS,JacoTa00
19019,Nate Jacquet,6-0,1997,2001,22-26,55,0.0,6-0,185.0,25.1,WR,INDMIAMINSDG,JacqNa00
19020,Chick Jagade,6-0,1949,1955,23-29,68,39.0,6-0,213.0,28.9,,BCLCHICLE,JagaCh00
19021,Harry Jagielski,6-0,1956,1961,25-30,36,29.0,6-0,257.0,34.9,T,BOSCRDOAKWAS,JagiHa20
19022,Van Jakes,6-0,1983,1989,22-28,78,30.0,6-0,188.0,25.5,RCB,GNBKANNOR,JakeVa20
19023,Angelo James,6-0,1987,1987,25,3,3.0,6-0,180.0,24.4,DB,PHI,JameAn20
19024,Cory James,6-0,2016,2017,23-24,26,14.0,6-0,235.0,31.9,MLB,OAK,JameCo00
19025,Craig James,6-0,1984,1988,23-27,52,33.0,6-0,215.0,29.2,RB,NWE,JameCr00
19026,Edgerrin James,6-0,1999,2009,21-31,148,135.0,6-0,219.0,29.7,RB,ARIINDSEA,JameEd00
19027,Javarris James,6-0,2010,2010,23,10,0.0,6-0,213.0,28.9,RB,IND,JameJa00
19028,Lynn James,6-0,1990,1991,25-26,25,1.0,6-0,191.0,25.9,WR,CINCLE,JameLy00
19029,Rob Jamieson,6-0,1924,1924,22,3,1.0,6-0,195.0,26.4,,FRN,JamiRo20
19030,Quentin Jammer,6-0,2002,2013,23-34,183,162.0,6-0,204.0,27.7,LCB,DENSDG,JammQu20
19031,Clarence Janecek,6-0,1933,1933,22,11,11.0,6-0,200.0,27.1,RG,PIT,JaneCl20
19032,Keever Jankovich,6-0,1952,1953,24-25,12,9.0,6-0,215.0,29.2,RLB,CRDDTX,JankKe20
19033,Jon Jaqua,6-0,1970,1972,22-24,36,3.0,6-0,190.0,25.8,DB,WAS,JaquJo20
19034,Pete Jaquess,6-0,1964,1970,24-30,85,46.0,6-0,185.0,25.1,DB,DENHOUMIA,JaquPe00
19035,Grady Jarrett,6-0,2015,2023,22-30,135,120.0,6-0,305.0,41.4,RDE,ATL,JarrGr00
19036,Jaiquawn Jarrett,6-0,2011,2015,22-26,47,9.0,6-0,196.0,26.6,SS,NYJPHI,JarrJa00
19037,Rakim Jarrett,6-0,2023,2023,22,10,0.0,6-0,190.0,25.8,WR,TAM,JarrRa00
19038,Ray Jarvis,6-0,1971,1979,22-30,82,39.0,6-0,200.0,27.1,WR,ATLBUFDETNWE,JarvRa00
19039,Toimi Jarvi,6-0,1944,1945,24-25,6,0.0,6-0,200.0,27.1,,PHIPIT,JarvTo20
19040,Dick Jauron,6-0,1973,1980,23-30,100,80.0,6-0,190.0,25.8,FS,CINDET,JaurDi00
